uid,body,title,url,newspaper_uid,host,n_tokens_title,n_tokens_body
dd5ead2159c6037107702a540bbe942c,"Un examen usado por las universidades estadounidenses para admitir estudiantes ya no será con papel y lápiz, sino en formato digital, anunciaron autoridades el martes.",EE. UU.: Examen de ingreso universitario ahora será digital,https://www.eluniversal.com.co/mundo/ee-uu-examen-de-ingreso-universitario-ahora-sera-digital-DI6028621,eluniversal,www.eluniversal.com.co,7,14
896766d3e9006fed654701919e155a92,"Enfrentarse solo a la vida no es fácil, y si tienes 70 años lo es aún menos. María lucha cada día para sobrevivir entre maderos viejos que, aun consumidos por insectos, soportan a duras penas las láminas de zinc que la protegen de la intemperie. (Lea aquí: Sola y con su casa a punto de caer, así es la vida de María Encarnación)","[Video] Entre la pobreza y la soledad, así es la vida de María Encarnación",https://www.eluniversal.com.co/multimedia/video-entre-la-pobreza-y-la-soledad-asi-es-la-vida-de-maria-encarnacion-DA5705775,eluniversal,www.eluniversal.com.co,7,35
6457d06b186353e15f01e2693932338e,"Este miércoles, a las 5 de la tarde, en el Hotel Casa de Las Palmas (en Getsemaní), se relanzará la Tertulia del Bodegón, actividad coordinada por el periodista Eduardo García Martínez, dentro de la reapertura de la Fundación Casa de Poesía Luis Carlos López. Le puede interesar: Dos obras de teatro brillarán esta noche en Cartagena.",Renace Tertulia del Bodegón en Cartagena con un homenaje,https://www.eluniversal.com.co/cultural/renace-tertulia-del-bodegon-en-cartagena-con-un-homenaje-AI6028938,eluniversal,www.eluniversal.com.co,5,31
fe6e3c481b0b312545822234f9b6133c,"Este lunes 24 de enero, el Ministerio de Salud y Protección Social confirmó 1.093 nuevos contagios de COVID-19 en Cartagena, para un total de 154.378 desde que se inició la pandemia.",COVID-19: conozca el reporte de este lunes 24 de enero,https://www.eluniversal.com.co/cartagena/covid-19-conozca-el-reporte-de-este-lunes-24-de-enero-FC6026456,eluniversal,www.eluniversal.com.co,4,13
4f65357371366d2c831495ba410d36ed,"24 días lleva 2022 y la ciudad no ha escapado de la polémica, tristemente normalizada, en el ámbito político. La presidenta del Concejo, Gloria Estrada, hoy se encuentra detenida en su residencia mientras es investigada por el delito de tráfico y porte de estupefacientes; William Dau, primera autoridad de Cartagena, ha estado inmerso en diversas controversias relacionadas a sus señalamientos sobre la corrupción de distintos entes de control nacionales. Y desde la sede de su entidad, el contralor distrital, Rafael Castillo Fortich, denunció un plan para atentar contra su vida.",Más cambios en el gabinete de Dau: se va el secretario de Planeación,https://www.eluniversal.com.co/politica/mas-cambios-en-el-gabinete-de-dau-se-va-el-secretario-de-planeacion-LE6024827,eluniversal,www.eluniversal.com.co,6,49
af2c14ffa495f68d24b39821c7237e2e,"¿Qué va a pasar cuando no estemos? Yo, con ganas de irme a vivir a otro país, a Suiza, por ejemplo, cansado de la corrupción y la violencia del narcotráfico en Colombia. Salvatore, en uso de buen retiro, 82 años, ya es hora de descansar. Temo que esto sucederá en algún momento, por la incertidumbre de no ser estable sin la más mínima ayuda estatal.",Cuanta incertidumbre,https://www.eluniversal.com.co/opinion/columna/cuanta-incertidumbre-JE6017568,eluniversal,www.eluniversal.com.co,2,30
20b0fac9a1ed10ed4b2a3986f8f520ee,"No termina enero y Simeón Delgado, muerto en el atentado con carro bomba en Saravena, es la víctima número 25 de la violencia que se ha ensañado con los araucanos y que no es de hoy. Hace diez años, en este mismo espacio, le pedía al ministro de Defensa, Juan Carlos Pinzón, crear en Arauca una “Zona de Alta Vigilancia Militar” para neutralizar al Eln, ya acantonado en Venezuela con la bendición de Chávez.","Arauca, víctima del narcoterrorismo",https://www.eluniversal.com.co/opinion/columna/victima-del-narcoterrorismo-MD6014439,eluniversal,www.eluniversal.com.co,3,38
8a3839994b95e1c896145b93cc17d079,Rusia y China dieron este martes un paso más hacia la construcción de un gasoducto a través del territorio de Mongolia tras aprobar las autoridades rusas y mongolas un estudio sobre la viabilidad del proyecto.,Rusia y China dan paso más hacia construcción de gasoducto a través Mongolia,https://www.eluniversal.com.co/mundo/rusia-y-china-dan-paso-mas-hacia-construccion-de-gasoducto-a-traves-mongolia-FJ6029106,eluniversal,www.eluniversal.com.co,9,19
dd3112326bb0791db32cab284a32a258,"Un sismo de magnitud 2,7 se registró hacia las 4:27 de la tarde en el departamento de Bolívar.","Reportan sismo en Barranco de Loba, Bolívar ",https://www.eluniversal.com.co/regional/reportan-sismo-en-barranco-de-loba-bolivar-FC6026474,eluniversal,www.eluniversal.com.co,5,7
d0f7dab810475c2eaa0479b7545c2b6d,Como Rafael Eduardo Pino Castillo fue identificado el sujeto que la noche del domingo participó en una riña y lamentablemente perdió la vida. Lea aquí: Lo matan en Pasacaballos: “Al ‘Cachaco’ le cumplieron la amenaza”,Riña comenzó en Bayunca y terminó en Pontezuela: murió de una cuchillada,https://www.eluniversal.com.co/sucesos/rina-comenzo-en-bayunca-y-termino-en-pontezuela-murio-de-una-cuchillada-HE6024786,eluniversal,www.eluniversal.com.co,7,20
2e4d819b0d8e54f424dd86441c10e266,"Barrio Nuevo, un sector ubicado entre Henequén y El Reposo vive entre aguas residuales, vías dañadas e inseguridad. El Universal conversó con sus habitantes. (Lea aquí: Barrio Nuevo, un sector que quiere ser reconocido en Cartagena)","[Video] Barrio Nuevo, un sector que pide más atención en Cartagena",https://www.eluniversal.com.co/multimedia/video-barrio-nuevo-un-sector-que-pide-mas-atencion-en-cartagena-YG5679203,eluniversal,www.eluniversal.com.co,7,24
b766f85867135a4aa9244802203941e9,"Con la partida de Bernardo Caraballo se fue buena parte de lo mejor de la historia del deporte cartagenero y, singularmente, el que más glorias, junto con el béisbol, le ha dado a la ciudad: el boxeo.",El gran Caraballo,https://www.eluniversal.com.co/opinion/editorial/el-gran-caraballo-DX6011225,eluniversal,www.eluniversal.com.co,2,16
28e53164bb7c606eb73d94a287441fde,Un duro pronunciamiento a las entidades que integran el Sistema Integral para la Paz formuló el Gobierno nacional al responder a la petición que formularon desde la semana pasada para “buscar soluciones al conflicto armado que afecta al departamento de Arauca”.,La petición del Gobierno a justicia transicional sobre el Ejecutivo,https://www.eluniversal.com.co/colombia/la-peticion-del-gobierno-a-justicia-transicional-sobre-el-ejecutivo-FD6027502,eluniversal,www.eluniversal.com.co,5,22
c6d1d9be3a25450e721be2a0cc47f4d2,"El reciente cambio en la dirección del Instituto de Patrimonio y Cultura de Cartagena (IPCC) ha dado lugar a una serie de comentarios y expectativas, la mayoría expresando unas esperanzas o deseos de que se dé un viraje en los objetivos y prioridades de esta entidad. Algunas de las expectativas que se escuchan tienen que ver con la necesidad de visibilizar, fortalecer y apoyar las distintas manifestaciones de todo ese enorme potencial cultural que hay en toda la ciudad, partiendo del hecho, compartido ampliamente, que el rol desde la administración hacia la cultura es el de fortalecer todas las formas de expresión, el de propiciar la reflexión sobre quiénes somos, qué representamos como seres humanos, cómo estamos asumiendo la tarea de fortalecer el tejido social y hacia dónde avanzamos como colectividad.",Qué esperar de la cultura,https://www.eluniversal.com.co/opinion/columna/que-esperar-de-la-cultura-GE6017585,eluniversal,www.eluniversal.com.co,2,65
7344389c9a3817f4f0ea185ded67c37e,"Los artistas suelen reflejar en sus trabajos estados de ánimo, momentos de vida y en general sentimientos que le asalten al crear. A esto no escapa cualquiera que sea la disciplina que se adelante, y se manifiesta con mayor medida en la música.",Draco Rosa encuentra el poder sanador de la música,https://www.eluniversal.com.co/viernes/draco-rosa-encuentra-el-poder-sanador-de-la-musica-CI5921703,eluniversal,www.eluniversal.com.co,6,19
8d90d582f92960512193e86f6a8e33d4,"Tras ser finalista el año pasado en el formato Master Chef Celebrity, Frank Martínez, el Flaco, prepara para marzo una gira por Estados Unidos por ocho ciudades. Le puede interesar: Frank Martínez le pidió matrimonio a su novia en final de Masterchef",De gira internacional: Frank Martínez lleva su show a Estados Unidos,https://www.eluniversal.com.co/farandula/de-gira-internacional-frank-martinez-lleva-su-show-a-estados-unidos-LI6028805,eluniversal,www.eluniversal.com.co,7,27
8d2207f0383650ea9efc2d431cbf4282,"Pfizer ha iniciado un estudio comparativo entre su vacuna original contra el COVID-19 y las dosis modificadas especialmente para adaptarse a la nueva variante ómicron del coronavirus, que es mucho más contagiosa.",Pfizer inicia estudio de vacuna actualizada contra ómicron,https://www.eluniversal.com.co/mundo/pfizer-inicia-estudio-de-vacuna-actualizada-contra-omicron-CD6027895,eluniversal,www.eluniversal.com.co,6,15
70a3972d69f0c47369778b72ae7c2de6,"Lo que se quiere es calma, relajación y la imperturbable visión de que la anormalidad de estos dos años está llegando a su fin. Con esto como norte, hay elementos que suman a las vivencias y refuerzan el imaginario de que todo va por buen camino.",‘Very Peri’ inunda de color el 2022,https://www.eluniversal.com.co/viernes/very-peri-inunda-de-color-el-2022-DI5921612,eluniversal,www.eluniversal.com.co,4,19
69856f72363f19c42abdd7c8e02e37ba,"Amable, entregada, dispuesta, un poco introvertida y tímida, así es Mayerling Mendoza Fernández, más conocida en las redes sociales como Mael.books, una bookstagramer cartagenera que crea contenido asociado al mundo de los libros, pero para hablar de Mael primero debemos saber ¿qué es bookstagram?",Mael.Books: un sueño detrás de los libros,https://www.eluniversal.com.co/suplementos/facetas/mael-books-un-sueno-detras-de-los-libros-XG6019176,eluniversal,www.eluniversal.com.co,3,25
9086b80b8c7cfc4ea19f7d1b60903103,"A medida que el 2022 empieza, se conocen las predicciones de viaje para este año. Se evidencia un sentido de optimismo que está alimentando las ganas de vivir la nueva normalidad y volver a experimentar plenamente el mundo.","Ampliar el círculo social a través de los viajes, la nueva apuesta",https://www.eluniversal.com.co/viernes/ampliar-el-circulo-social-a-traves-de-los-viajes-la-nueva-apuesta-AD6005244,eluniversal,www.eluniversal.com.co,7,17
c8080e86e736912dd9ebcc2987b61cec,"Con un precedente exitoso en los años 2018 y 2019, donde se lograron alrededor de dos mil reservas y casi 6 mil comensales entre los 119 restaurantes participantes, vuelve el evento gastronómico que identifica a Cartagena, “Dónde Restaurante Week”.",A inscribirse en el Dónde Restaurant Week 2022,https://www.eluniversal.com.co/gastronomia/a-inscribirse-en-el-donde-restaurant-week-2022-KC6026149,eluniversal,www.eluniversal.com.co,4,21
6c1bbdec7e142d75357dcaa7b4884d56,"El artista multiplatino Harry Styles anuncia las fechas reprogramadas para su gira, además de nuevos espectáculos en todo el mundo. La colosal gira empezará por 32 ciudades con tres nuevas fechas en estadios en el Reino Unido, que tendrán lugar en junio y otros cuatro shows en estadios de Europa.",Harry Styles reprograma su gira y llega a Colombia,https://www.eluniversal.com.co/viernes/harry-styles-reprograma-su-gira-y-llega-a-colombia-KC6004905,eluniversal,www.eluniversal.com.co,6,28
ba3651ca069af97d63fa00095653f7a8,"Los casos de COVID-19 en el departamento de Sucre siguen en aumento y a la fecha hay 1.233 activos, de los cuales 1.187 se recuperan en casa, 27 hospitalizados y 19 personas están en UCI.",Sucre registra más de 1.200 casos activos de COVID-19,https://www.eluniversal.com.co/regional/sucre-registra-mas-de-1200-casos-activos-de-covid-19-BI6028056,eluniversal,www.eluniversal.com.co,4,13
5579cd5943d55e89dd519fc851f7d700,"El tiempo no regresa, eso está claro, sin embargo, lo bueno queda en la memoria y existen segundas partes, nuevas oportunidades y en televisión sí que se saben aprovechar. Rehacer los éxitos está de moda y el regreso de buenas producciones es inminente, obviamente con rostros nuevos que llegan a refrescar las historias y situarlas en el presente.","Jerónimo Cantillo, un rebelde con causa",https://www.eluniversal.com.co/viernes/jeronimo-cantillo-un-rebelde-con-causa-AI5974460,eluniversal,www.eluniversal.com.co,4,30
a8f6125e9b2f4c7831cbd2d567828ac8,"Hace unos días noté consternado a un amigo y colega por quien siento especial gratitud, aprecio y admiración. Los motivos de su molestia eran justos y razonables, de hecho, agobian a la mayoría de la gente que, como él, gozan de éxito personal y profesional. Se trata de la embestida mordaz de los envidiosos y criticones que, con la intención oscura de lacerar su nombre esparcieron intrigas acerca de su desempeño laboral. Esa lamentable situación me invitó a pensar sobre cómo debemos reaccionar ante los ataques que diariamente se reciben. O si nos debe importar y, hasta qué punto, lo que los demás piensan de nosotros.",Lo que dicen los demás,https://www.eluniversal.com.co/opinion/columna/lo-que-dicen-los-demas-BD6027298,eluniversal,www.eluniversal.com.co,2,53
3a81e8453470c7469a75d8be4b350d11,"El gobernador de Sucre, Héctor Olimpo Espinosa, mediante decreto 0037 de enero 18 de 2022, declaró la situación de calamidad pública durante 6 meses, para los municipios de las subregiones de la Mojana y el San Jorge, debido a que continúan las inundaciones por el punto conocido como Caregato.",Gobernador decreta nuevamente calamidad pública para la Mojana y el San Jorge,https://www.eluniversal.com.co/regional/gobernador-decreta-nuevamente-calamidad-publica-para-la-mojana-y-el-san-jorge-NF6025186,eluniversal,www.eluniversal.com.co,8,24
